tid,algo,outlier_rate,missing_rate,seed,duration,fisher_dist,frobenius_rel,err_mu,n_iter,converged
200,MICE + SCM_robust,0.075,0.1,200,0.0670783519744873,2.9986969036413895,0.5316885770150362,0.5525886115170772,,True
201,MICE + SCM_robust,0.075,0.1,201,0.06360507011413574,3.3255682673123226,0.580538304352187,0.6791517574307323,,True
202,MICE + SCM_robust,0.075,0.1,202,0.06669116020202637,3.5327801693788534,0.5849519948076125,0.5618636119814424,,True
203,MICE + SCM_robust,0.075,0.1,203,0.07028317451477051,3.404047153281316,0.5780585684386019,0.5426795190350481,,True
204,MICE + SCM_robust,0.075,0.1,204,0.046436309814453125,2.762730496680321,0.5348451681509729,0.40848570826775293,,True
205,MICE + SCM_robust,0.075,0.1,205,0.0621647834777832,3.6792310703097764,0.6112652467710606,0.6616620072631293,,True
206,MICE + SCM_robust,0.075,0.1,206,0.04626131057739258,3.926324050721342,0.627493358334275,0.6515687808732512,,True
207,MICE + SCM_robust,0.075,0.1,207,0.04322552680969238,3.3621065225822457,0.5734096284933229,0.5269161584645489,,True
208,MICE + SCM_robust,0.075,0.1,208,0.04835152626037598,3.6383942065235484,0.6066690316157308,0.7272975021212218,,True
209,MICE + SCM_robust,0.075,0.1,209,0.04843473434448242,3.424466978119711,0.5896728844371635,0.6299073461292379,,True
210,MICE + SCM_robust,0.075,0.1,210,0.04373669624328613,3.6672196226475346,0.6037565865665656,0.5643420151790671,,True
211,MICE + SCM_robust,0.075,0.1,211,0.04425692558288574,3.562877341822837,0.6104647838900134,0.5765874981016077,,True
212,MICE + SCM_robust,0.075,0.1,212,0.07032489776611328,3.585722189924073,0.6075021714938101,0.7076263874145444,,True
213,MICE + SCM_robust,0.075,0.1,213,0.06748437881469727,3.5547849781676617,0.6087607598422525,0.7091032988681347,,True
214,MICE + SCM_robust,0.075,0.1,214,0.06576132774353027,3.5242563254238317,0.5953003123618577,0.7668393438482624,,True
215,MICE + SCM_robust,0.075,0.1,215,0.06502079963684082,3.45784782286436,0.6089906103317142,0.7055708128416794,,True
216,MICE + SCM_robust,0.075,0.1,216,0.04583597183227539,3.4220895560507314,0.6074060767010433,0.8166379605905062,,True
217,MICE + SCM_robust,0.075,0.1,217,0.043126583099365234,3.7671067467440587,0.637288179398392,0.5310290543219424,,True
218,MICE + SCM_robust,0.075,0.1,218,0.04404020309448242,3.203492493087807,0.5627452871383763,0.7064314437161505,,True
219,MICE + SCM_robust,0.075,0.1,219,0.04337191581726074,2.8010517387527427,0.5360241829168682,0.5656587387599297,,True
220,MICE + SCM_robust,0.075,0.2,220,0.05700397491455078,3.708700240508653,0.6168254100237957,0.8447523051175972,,True
