tid,algo,outlier_rate,missing_rate,seed,duration,fisher_dist,frobenius_rel,err_mu,n_iter,converged
295,MeanImpute + SCM,0.1,0.2,295,0.0015325546264648438,10.386135359828488,7.388921369770204,1.2589542341349593,,True
296,MeanImpute + SCM,0.1,0.2,296,0.002142190933227539,10.13484206186085,7.181973187349559,1.081965723542498,,True
297,MeanImpute + SCM,0.1,0.2,297,0.0018355846405029297,9.966521351726778,6.831857954503029,0.9086157415192971,,True
298,MeanImpute + SCM,0.1,0.2,298,0.0015399456024169922,10.405020930960802,7.394006711583337,0.726713181925964,,True
299,MeanImpute + SCM,0.1,0.2,299,0.0015037059783935547,10.177969642111682,7.068198726243855,0.7563406465556757,,True
300,MeanImpute + SCM,0.125,0.0,300,0.001646280288696289,12.000503954371059,10.542371121411865,1.2358065777108682,,True
301,MeanImpute + SCM,0.125,0.0,301,0.0015840530395507812,11.854752597266772,11.22255339356696,1.5429868166470528,,True
302,MeanImpute + SCM,0.125,0.0,302,0.001561880111694336,12.14974800301144,12.220096504046305,1.0832599474682996,,True
303,MeanImpute + SCM,0.125,0.0,303,0.0015647411346435547,12.089352338634678,11.702723316827358,0.7825198510734538,,True
304,MeanImpute + SCM,0.125,0.0,304,0.0016591548919677734,12.2882977008174,12.92117807176174,0.9526011930379967,,True
305,MeanImpute + SCM,0.125,0.0,305,0.0015833377838134766,11.717603827034074,10.64448568711151,1.1299229831046922,,True
306,MeanImpute + SCM,0.125,0.0,306,0.001561880111694336,12.26847041702268,11.779840673932913,1.1924822771701975,,True
307,MeanImpute + SCM,0.125,0.0,307,0.0015401840209960938,11.865307745442715,10.784416097196685,0.8968335572321832,,True
308,MeanImpute + SCM,0.125,0.0,308,0.0015311241149902344,12.216809141820596,12.235068260665091,0.8963646501790294,,True
309,MeanImpute + SCM,0.125,0.0,309,0.001222848892211914,12.165066092367796,11.92981391684184,1.0263725356182505,,True
310,MeanImpute + SCM,0.125,0.0,310,0.001129150390625,12.132508819730184,11.829041310916669,0.9477835466310455,,True
311,MeanImpute + SCM,0.125,0.0,311,0.00113677978515625,12.396428072160825,11.967296058335167,0.7692036299775181,,True
312,MeanImpute + SCM,0.125,0.0,312,0.001142263412475586,12.039935435580638,11.101087948335156,0.786315750083602,,True
313,MeanImpute + SCM,0.125,0.0,313,0.0011055469512939453,12.626133110559936,13.235348267733169,1.3297330267490577,,True
314,MeanImpute + SCM,0.125,0.0,314,0.0010867118835449219,11.98825335460909,11.127647605308336,0.8481492070668679,,True
315,MeanImpute + SCM,0.125,0.0,315,0.0010890960693359375,12.129987422461655,11.668596919894712,0.7653496270124441,,True
316,MeanImpute + SCM,0.125,0.0,316,0.0016748905181884766,11.857030930795341,10.787534574641738,1.1946784514376692,,True
317,MeanImpute + SCM,0.125,0.0,317,0.0015697479248046875,12.358000954005618,12.082599702365263,1.093692892609184,,True
318,MeanImpute + SCM,0.125,0.0,318,0.0015425682067871094,12.062843813380127,12.34132489818603,1.2769740283817763,,True
319,MeanImpute + SCM,0.125,0.0,319,0.00164031982421875,12.205475528359417,11.407444961153416,1.132655077763107,,True
320,MeanImpute + SCM,0.125,0.1,320,0.001863718032836914,11.63030366086651,10.495331733918082,1.1953672729214861,,True
321,MeanImpute + SCM,0.125,0.1,321,0.0017070770263671875,11.352610176461628,9.816590920681037,1.2309555654890179,,True
322,MeanImpute + SCM,0.125,0.1,322,0.0016617774963378906,11.366920937101835,9.947045380836386,1.289946819165128,,True
323,MeanImpute + SCM,0.125,0.1,323,0.0016179084777832031,11.65870331027568,10.259503960091662,0.956180371529463,,True
324,MeanImpute + SCM,0.125,0.1,324,0.0017347335815429688,11.900190531489256,11.224287979566842,1.4843970603205647,,True
325,MeanImpute + SCM,0.125,0.1,325,0.0015745162963867188,11.737850003346384,10.059791207705898,1.0996878701044606,,True
326,MeanImpute + SCM,0.125,0.1,326,0.0013151168823242188,11.705449757614144,10.60069972879784,1.3234796518322862,,True
